Order ID,Order Date,Category,Sub-Category,Product Name,Region,Customer Segment,Quantity,Discount,Sales,Profit,Year,Month,MonthName,YearMonth,Profit Margin (%)
ORD-15217,2024-07-07,Technology,Accessories,Usb Hub,North,Corporate,8,0.2,6879.24,620.73,2024,7,Jul,2024-07,25.97
ORD-10449,2024-04-10,Technology,Machines,Laminator,East,Consumer,10,0.1,6879.24,620.73,2024,4,Apr,2024-04,7.92
ORD-13017,2022-01-22,Office Supplies,Labels,Address Labels,South,Consumer,5,0.0,539.78,89.08,2022,1,Jan,2022-01,16.5
ORD-13940,2021-03-28,Office Supplies,Envelopes,Mailing Envelopes,East,Consumer,7,0.3,828.32,231.2,2021,3,Mar,2021-03,27.91
ORD-15694,2021-10-19,Office Supplies,Labels,Address Labels,South,Consumer,6,0.0,668.56,210.65,2021,10,Oct,2021-10,31.51
ORD-15110,2022-09-11,Technology,Copiers,Heavy Duty Copier,North,Corporate,6,0.3,530.73,147.74,2022,9,Sep,2022-09,27.84
ORD-13171,2024-03-24,Technology,Machines,Label Printer,South,Consumer,13,0.2,6879.24,620.73,2024,3,Mar,2024-03,6.19
ORD-16995,2022-01-20,Office Supplies,Labels,Address Labels,West,Corporate,7,0.3,279.59,37.05,2022,1,Jan,2022-01,13.25
ORD-13470,2021-10-18,Technology,Machines,Laminator,Central,Consumer,3,0.3,2637.27,92.24,2021,10,Oct,2021-10,3.5
ORD-16376,2024-06-17,Office Supplies,Storage,File Cabinet,South,Corporate,13,0.15,1089.79,131.0,2024,6,Jun,2024-06,12.02
ORD-13123,2022-06-20,Furniture,Furnishings,Desk Lamp,Central,Home Office,6,0.2,4299.42,-259.95,2022,6,Jun,2022-06,-6.05
ORD-18605,2021-07-23,Office Supplies,Envelopes,Security Envelopes,North,Home Office,9,0.0,860.75,61.44,2021,7,Jul,2021-07,7.14
ORD-10075,2023-10-17,Technology,Phones,Smartphone Lite,Central,Corporate,10,0.3,6879.24,620.73,2023,10,Oct,2023-10,28.58
ORD-18101,2024-05-24,Furniture,Furnishings,Wall Clock,South,Home Office,4,0.3,1156.15,53.18,2024,5,May,2024-05,4.6
ORD-10876,2023-09-15,Furniture,Chairs,Mesh Task Chair,East,Home Office,11,0.2,4257.78,620.73,2023,9,Sep,2023-09,16.4
ORD-18523,2022-03-29,Furniture,Chairs,Ergo Recliner,West,Corporate,6,0.0,374.02,-5.83,2022,3,Mar,2022-03,-1.56
ORD-13377,2024-09-20,Technology,Phones,Smartphone Lite,South,Consumer,9,0.0,3605.77,620.73,2024,9,Sep,2024-09,20.76
ORD-19546,2024-02-16,Furniture,Chairs,Executive Office Chair,North,Consumer,10,0.3,1576.33,-126.55,2024,2,Feb,2024-02,-8.03
ORD-12134,2021-10-05,Technology,Copiers,Heavy Duty Copier,East,Consumer,2,0.0,1129.93,277.33,2021,10,Oct,2021-10,24.54
ORD-11897,2023-06-21,Technology,Accessories,Usb Hub,East,Corporate,13,0.3,3707.23,620.73,2023,6,Jun,2023-06,24.56
ORD-19103,2024-05-25,Office Supplies,Labels,Shipping Labels,North,Consumer,10,0.0,845.09,156.69,2024,5,May,2024-05,18.54
ORD-16420,2022-12-31,Office Supplies,Envelopes,Security Envelopes,North,Corporate,2,0.0,130.18,43.05,2022,12,Dec,2022-12,33.07
ORD-12290,2024-09-28,Furniture,Bookcases,Metal Shelving Unit,Central,Corporate,10,0.15,2277.45,369.56,2024,9,Sep,2024-09,16.23
ORD-14600,2023-11-15,Technology,Accessories,Keyboard,North,Consumer,4,0.15,4806.82,620.73,2023,11,Nov,2023-11,15.25
ORD-15502,2021-10-22,Office Supplies,Envelopes,Security Envelopes,North,Corporate,7,0.1,287.73,83.23,2021,10,Oct,2021-10,28.93
ORD-12467,2024-03-10,Furniture,Furnishings,Picture Frame,South,Consumer,8,0.0,6552.74,382.04,2024,3,Mar,2024-03,5.83
ORD-17717,2021-09-08,Office Supplies,Binders,3-Ring Binder,South,Corporate,8,0.15,92.12,11.73,2021,9,Sep,2021-09,12.73
ORD-18604,2022-01-28,Office Supplies,Binders,3-Ring Binder,Central,Home Office,2,0.3,119.86,19.63,2022,1,Jan,2022-01,16.38
ORD-19142,2022-08-29,Office Supplies,Art,Color Pencils,Central,Consumer,7,0.3,784.82,147.59,2022,8,Aug,2022-08,18.81
ORD-11568,2023-11-23,Office Supplies,Storage,File Cabinet,Central,Home Office,11,0.3,806.31,54.16,2023,11,Nov,2023-11,6.72
ORD-13281,2023-11-13,Office Supplies,Envelopes,Security Envelopes,North,Home Office,9,0.1,952.34,281.49,2023,11,Nov,2023-11,29.56
ORD-14071,2021-03-15,Technology,Copiers,Desktop Copier,North,Consumer,13,0.3,2373.17,227.18,2021,3,Mar,2021-03,9.57
ORD-11197,2023-09-03,Office Supplies,Envelopes,Mailing Envelopes,North,Consumer,12,0.1,579.3,54.06,2023,9,Sep,2023-09,9.33
ORD-13817,2024-06-10,Office Supplies,Labels,Shipping Labels,East,Consumer,10,0.2,527.65,89.48,2024,6,Jun,2024-06,16.96
ORD-15318,2022-01-11,Office Supplies,Envelopes,Security Envelopes,West,Consumer,8,0.0,304.93,33.53,2022,1,Jan,2022-01,11.0
ORD-15729,2024-01-10,Office Supplies,Paper,Notebook Set,North,Consumer,10,0.0,233.16,25.86,2024,1,Jan,2024-01,11.09
ORD-19614,2022-04-16,Office Supplies,Labels,Shipping Labels,East,Consumer,11,0.0,1157.11,58.92,2022,4,Apr,2022-04,5.09
ORD-19577,2023-03-27,Furniture,Chairs,Mesh Task Chair,West,Corporate,7,0.1,4421.89,226.76,2023,3,Mar,2023-03,5.13
ORD-10348,2024-06-02,Office Supplies,Storage,Storage Box,West,Consumer,3,0.0,88.73,58.92,2024,6,Jun,2024-06,66.4
ORD-17082,2022-01-17,Office Supplies,Paper,Notebook Set,South,Corporate,2,0.0,167.5,44.67,2022,1,Jan,2022-01,26.67
ORD-14290,2023-06-15,Office Supplies,Binders,3-Ring Binder,West,Consumer,1,0.0,62.1,18.77,2023,6,Jun,2023-06,30.23
ORD-17636,2024-03-24,Technology,Copiers,Heavy Duty Copier,Central,Consumer,1,0.2,1157.68,213.81,2024,3,Mar,2024-03,18.47
ORD-19523,2021-11-28,Office Supplies,Labels,Address Labels,North,Consumer,5,0.2,499.4,106.41,2021,11,Nov,2021-11,21.31
ORD-14127,2024-08-29,Furniture,Chairs,Executive Office Chair,Central,Consumer,7,0.1,6827.55,510.77,2024,8,Aug,2024-08,7.48
ORD-13693,2022-02-15,Office Supplies,Paper,Sticky Notes Pack,North,Corporate,2,0.15,43.88,3.44,2022,2,Feb,2022-02,7.84
ORD-17068,2022-01-24,Technology,Machines,Laminator,Central,Consumer,7,0.0,6879.24,620.73,2022,1,Jan,2022-01,16.37
ORD-13997,2021-01-26,Office Supplies,Labels,Address Labels,East,Consumer,12,0.2,1459.88,144.11,2021,1,Jan,2021-01,9.87
ORD-16711,2022-03-29,Technology,Phones,Smartphone Lite,North,Consumer,7,0.15,2785.95,173.73,2022,3,Mar,2022-03,6.24
ORD-17986,2022-07-20,Office Supplies,Labels,Shipping Labels,Central,Corporate,8,0.0,273.54,17.46,2022,7,Jul,2022-07,6.38
ORD-16137,2021-02-13,Technology,Phones,Smartphone Lite,East,Consumer,5,0.15,6879.24,401.72,2021,2,Feb,2021-02,5.13
ORD-18400,2022-11-11,Office Supplies,Storage,Storage Box,North,Consumer,2,0.15,48.5,7.79,2022,11,Nov,2022-11,16.06
ORD-12466,2021-09-15,Office Supplies,Envelopes,Security Envelopes,Central,Consumer,7,0.0,616.15,49.78,2021,9,Sep,2021-09,8.08
ORD-15996,2024-11-11,Office Supplies,Storage,Plastic Bin,Central,Consumer,11,0.0,518.49,52.46,2024,11,Nov,2024-11,10.12
ORD-18341,2024-03-22,Office Supplies,Envelopes,Mailing Envelopes,West,Corporate,7,0.0,566.28,67.3,2024,3,Mar,2024-03,11.88
ORD-10779,2023-04-05,Office Supplies,Art,Sketch Pad,Central,Home Office,11,0.1,1199.75,333.35,2023,4,Apr,2023-04,27.78
ORD-16147,2022-01-15,Furniture,Chairs,Ergo Recliner,West,Home Office,1,0.0,204.04,16.97,2022,1,Jan,2022-01,8.32
ORD-19186,2021-05-02,Office Supplies,Paper,Notebook Set,West,Home Office,3,0.2,78.32,26.02,2021,5,May,2021-05,33.22
ORD-18093,2024-03-13,Office Supplies,Envelopes,Security Envelopes,East,Consumer,9,0.0,370.58,124.11,2024,3,Mar,2024-03,33.49
ORD-11837,2023-03-02,Office Supplies,Binders,View Binder,East,Corporate,2,0.2,108.62,36.63,2023,3,Mar,2023-03,33.72
ORD-10855,2023-07-13,Office Supplies,Art,Sketch Pad,North,Corporate,12,0.15,408.14,126.94,2023,7,Jul,2023-07,31.1
ORD-16644,2022-11-19,Office Supplies,Envelopes,Mailing Envelopes,Central,Consumer,6,0.15,132.85,16.77,2022,11,Nov,2022-11,12.62
ORD-19511,2022-06-30,Office Supplies,Storage,Plastic Bin,South,Home Office,8,0.2,155.12,11.18,2022,6,Jun,2022-06,7.21
ORD-18191,2024-08-09,Office Supplies,Labels,Address Labels,West,Home Office,5,0.2,164.03,49.77,2024,8,Aug,2024-08,30.34
ORD-18863,2023-01-29,Office Supplies,Art,Sketch Pad,East,Corporate,11,0.2,510.8,113.25,2023,1,Jan,2023-01,22.17
ORD-15045,2021-08-26,Furniture,Chairs,Mesh Task Chair,Central,Consumer,1,0.0,432.68,-1.46,2021,8,Aug,2021-08,-0.34
ORD-10451,2022-04-19,Office Supplies,Envelopes,Mailing Envelopes,South,Consumer,3,0.0,181.7,24.43,2022,4,Apr,2022-04,13.45
ORD-17208,2022-07-26,Furniture,Bookcases,Metal Shelving Unit,East,Consumer,13,0.2,2556.43,581.16,2022,7,Jul,2022-07,22.73
ORD-13545,2021-04-17,Office Supplies,Paper,Notebook Set,West,Consumer,13,0.1,1643.64,327.87,2021,4,Apr,2021-04,19.95
ORD-16883,2021-03-30,Technology,Accessories,Laptop Stand,North,Home Office,13,0.2,6879.24,620.73,2021,3,Mar,2021-03,17.85
ORD-16754,2021-10-14,Office Supplies,Binders,View Binder,West,Consumer,12,0.0,957.67,184.8,2021,10,Oct,2021-10,19.3
ORD-11969,2021-06-25,Office Supplies,Storage,File Cabinet,East,Corporate,7,0.0,192.18,17.9,2021,6,Jun,2021-06,9.31
ORD-19303,2024-05-30,Office Supplies,Storage,Storage Box,North,Consumer,10,0.3,849.28,294.51,2024,5,May,2024-05,34.68
ORD-15473,2023-09-20,Office Supplies,Labels,Address Labels,East,Home Office,6,0.0,359.4,78.43,2023,9,Sep,2023-09,21.82
ORD-14463,2023-03-04,Technology,Accessories,Keyboard,West,Consumer,8,0.0,5145.3,620.73,2023,3,Mar,2023-03,41.67
ORD-10896,2023-06-16,Technology,Copiers,Heavy Duty Copier,West,Home Office,6,0.2,1888.64,354.13,2023,6,Jun,2023-06,18.75
ORD-16837,2022-07-05,Office Supplies,Art,Sketch Pad,Central,Home Office,5,0.1,295.58,75.97,2022,7,Jul,2022-07,25.7
ORD-12321,2024-07-12,Office Supplies,Envelopes,Security Envelopes,West,Consumer,13,0.0,227.39,20.54,2024,7,Jul,2024-07,9.03
ORD-12873,2021-07-30,Furniture,Chairs,Folding Chair,Central,Consumer,8,0.0,2086.55,27.86,2021,7,Jul,2021-07,1.34
ORD-18403,2021-02-05,Furniture,Bookcases,Corner Bookcase,Central,Home Office,8,0.15,3079.63,27.86,2021,2,Feb,2021-02,0.9
ORD-14867,2024-04-03,Office Supplies,Storage,File Cabinet,South,Consumer,9,0.2,989.61,334.57,2024,4,Apr,2024-04,33.81
ORD-10102,2024-10-14,Office Supplies,Binders,Heavy Duty Binder,West,Home Office,2,0.2,189.3,40.87,2024,10,Oct,2024-10,21.59
ORD-12762,2023-04-05,Office Supplies,Envelopes,Mailing Envelopes,Central,Corporate,4,0.2,66.7,15.89,2023,4,Apr,2023-04,23.82
ORD-13203,2022-12-11,Office Supplies,Storage,Plastic Bin,Central,Consumer,1,0.3,117.02,37.11,2022,12,Dec,2022-12,31.71
ORD-13587,2022-01-18,Office Supplies,Envelopes,Security Envelopes,North,Consumer,8,0.15,997.34,162.6,2022,1,Jan,2022-01,16.3
ORD-10762,2022-03-04,Furniture,Furnishings,Desk Lamp,North,Corporate,4,0.15,2086.56,27.86,2022,3,Mar,2022-03,1.34
ORD-11333,2023-04-18,Technology,Copiers,Heavy Duty Copier,East,Corporate,1,0.0,1754.02,386.16,2023,4,Apr,2023-04,22.02
ORD-15364,2024-04-09,Office Supplies,Binders,View Binder,North,Consumer,3,0.2,98.99,6.82,2024,4,Apr,2024-04,6.89
ORD-11591,2021-09-27,Technology,Accessories,Wireless Mouse,South,Consumer,5,0.0,1193.88,69.22,2021,9,Sep,2021-09,5.8
ORD-12181,2022-07-10,Office Supplies,Art,Color Pencils,South,Consumer,7,0.0,514.35,123.39,2022,7,Jul,2022-07,23.99
ORD-13362,2024-12-03,Technology,Phones,Smartphone Lite,North,Consumer,1,0.15,1121.42,227.23,2024,12,Dec,2024-12,20.26
ORD-18064,2021-09-21,Office Supplies,Storage,File Cabinet,West,Corporate,6,0.3,349.05,106.19,2021,9,Sep,2021-09,30.42
ORD-18062,2021-04-18,Office Supplies,Art,Marker Set,South,Corporate,5,0.3,470.58,46.28,2021,4,Apr,2021-04,9.83
ORD-11899,2021-08-30,Office Supplies,Storage,Plastic Bin,East,Consumer,10,0.0,918.69,98.16,2021,8,Aug,2021-08,10.68
ORD-18065,2023-05-22,Technology,Accessories,Wireless Mouse,Central,Consumer,12,0.3,3192.1,618.59,2023,5,May,2023-05,19.38
ORD-15080,2022-08-03,Office Supplies,Envelopes,Mailing Envelopes,East,Consumer,10,0.0,754.36,157.21,2022,8,Aug,2022-08,20.84
ORD-10183,2022-03-26,Technology,Phones,Office Cordless Phone,South,Consumer,9,0.0,6879.24,620.73,2022,3,Mar,2022-03,16.95
ORD-17642,2021-12-22,Office Supplies,Paper,Notebook Set,East,Home Office,3,0.1,175.44,38.9,2021,12,Dec,2021-12,22.17
ORD-18700,2022-05-10,Office Supplies,Art,Marker Set,Central,Consumer,11,0.3,1291.0,158.59,2022,5,May,2022-05,12.28
ORD-11228,2022-03-31,Office Supplies,Art,Marker Set,East,Consumer,10,0.0,992.67,255.37,2022,3,Mar,2022-03,25.73
ORD-10842,2022-05-10,Technology,Accessories,Laptop Stand,West,Consumer,6,0.0,3514.78,620.73,2022,5,May,2022-05,28.57
ORD-11126,2021-05-13,Office Supplies,Labels,Address Labels,North,Corporate,8,0.15,839.29,287.05,2021,5,May,2021-05,34.2
ORD-16065,2022-06-16,Furniture,Bookcases,Corner Bookcase,East,Consumer,3,0.3,500.79,-51.82,2022,6,Jun,2022-06,-10.35
ORD-12367,2021-04-17,Office Supplies,Paper,Copy Paper Ream,South,Consumer,3,0.0,47.45,15.34,2021,4,Apr,2021-04,32.33
ORD-10951,2021-05-02,Office Supplies,Binders,Heavy Duty Binder,North,Consumer,9,0.0,143.4,27.24,2021,5,May,2021-05,19.0
ORD-11944,2024-03-29,Furniture,Furnishings,Picture Frame,West,Corporate,5,0.3,999.21,43.46,2024,3,Mar,2024-03,4.35
ORD-17845,2021-10-23,Technology,Phones,Smartphone X200,South,Home Office,13,0.15,6879.24,620.73,2021,10,Oct,2021-10,16.09
ORD-19497,2021-10-10,Office Supplies,Labels,Address Labels,South,Corporate,12,0.0,439.95,32.97,2021,10,Oct,2021-10,7.49
ORD-13996,2023-01-17,Furniture,Furnishings,Wall Clock,North,Corporate,5,0.2,3545.18,-330.7900000000001,2023,1,Jan,2023-01,-10.23
ORD-14711,2022-03-06,Office Supplies,Art,Color Pencils,South,Home Office,4,0.15,192.6,55.2,2022,3,Mar,2022-03,28.66
ORD-14466,2021-08-07,Technology,Copiers,Heavy Duty Copier,Central,Corporate,2,0.1,1576.26,421.14,2021,8,Aug,2021-08,26.72
ORD-16598,2023-02-28,Office Supplies,Paper,Sticky Notes Pack,West,Corporate,13,0.0,340.84,30.29,2023,2,Feb,2023-02,8.89
ORD-15064,2022-12-25,Office Supplies,Storage,File Cabinet,South,Consumer,13,0.1,1166.22,151.58,2022,12,Dec,2022-12,13.0
ORD-13350,2023-12-12,Furniture,Furnishings,Filing Tray,East,Consumer,9,0.0,568.99,37.51,2023,12,Dec,2023-12,6.59
ORD-19432,2023-12-29,Office Supplies,Art,Color Pencils,North,Consumer,2,0.1,102.01,20.47,2023,12,Dec,2023-12,20.07
ORD-11130,2022-09-20,Furniture,Tables,Conference Table,West,Home Office,6,0.15,2791.59,36.17,2022,9,Sep,2022-09,1.3
ORD-16048,2021-11-28,Office Supplies,Art,Color Pencils,East,Consumer,3,0.2,290.68,83.46,2021,11,Nov,2021-11,28.71
ORD-12253,2023-12-16,Furniture,Tables,Glass Table,Central,Home Office,13,0.2,6879.24,-271.06,2023,12,Dec,2023-12,-2.79
ORD-17341,2024-07-16,Furniture,Chairs,Executive Office Chair,East,Consumer,13,0.15,3639.91,-330.7900000000001,2024,7,Jul,2024-07,-11.03
ORD-14725,2021-10-21,Office Supplies,Envelopes,Mailing Envelopes,West,Corporate,13,0.0,876.12,115.92,2021,10,Oct,2021-10,13.23
ORD-13752,2024-05-30,Office Supplies,Envelopes,Mailing Envelopes,South,Consumer,3,0.3,160.01,48.81,2024,5,May,2024-05,30.5
ORD-14818,2024-06-28,Office Supplies,Art,Marker Set,East,Consumer,9,0.3,869.17,144.41,2024,6,Jun,2024-06,16.61
ORD-16851,2022-08-30,Office Supplies,Binders,View Binder,Central,Corporate,8,0.15,253.85,79.03,2022,8,Aug,2022-08,31.13
ORD-12037,2024-03-14,Office Supplies,Labels,Address Labels,East,Consumer,13,0.1,1450.91,386.4,2024,3,Mar,2024-03,26.63
ORD-16913,2024-09-19,Office Supplies,Labels,Shipping Labels,South,Consumer,7,0.2,625.41,35.06,2024,9,Sep,2024-09,5.61
ORD-12115,2022-05-07,Office Supplies,Envelopes,Mailing Envelopes,South,Consumer,10,0.0,669.13,115.11,2022,5,May,2022-05,17.2
ORD-19420,2021-01-26,Office Supplies,Storage,Storage Box,East,Consumer,6,0.2,520.49,127.82,2021,1,Jan,2021-01,24.56
ORD-18803,2024-04-05,Office Supplies,Paper,Sticky Notes Pack,North,Consumer,13,0.15,239.13,69.6,2024,4,Apr,2024-04,29.11
ORD-16714,2021-01-25,Technology,Phones,Smartphone X200,North,Consumer,3,0.0,2583.11,298.66,2021,1,Jan,2021-01,11.56
ORD-10903,2023-04-01,Technology,Copiers,Desktop Copier,North,Home Office,4,0.0,4733.79,620.73,2023,4,Apr,2023-04,13.43
ORD-18201,2023-07-28,Technology,Machines,Calculator,North,Corporate,6,0.1,407.18,91.78,2023,7,Jul,2023-07,22.54
ORD-16029,2022-08-02,Technology,Phones,Smartphone Lite,Central,Corporate,5,0.2,5149.26,620.73,2022,8,Aug,2022-08,18.11
ORD-11896,2022-12-22,Office Supplies,Art,Color Pencils,East,Consumer,6,0.0,378.59,91.92,2022,12,Dec,2022-12,24.28
ORD-12991,2021-05-18,Office Supplies,Paper,Notebook Set,North,Home Office,5,0.0,374.68,96.16,2021,5,May,2021-05,25.66
ORD-17077,2021-07-30,Office Supplies,Storage,Plastic Bin,Central,Consumer,7,0.15,201.7,58.92,2021,7,Jul,2021-07,29.21
ORD-16058,2021-10-06,Office Supplies,Storage,Plastic Bin,North,Corporate,11,0.0,737.7,159.02,2021,10,Oct,2021-10,21.56
ORD-10387,2021-03-28,Office Supplies,Binders,Heavy Duty Binder,West,Corporate,4,0.15,320.08,71.08,2021,3,Mar,2021-03,22.21
ORD-17690,2024-09-24,Furniture,Furnishings,Desk Lamp,East,Consumer,6,0.2,3755.36,180.15,2024,9,Sep,2024-09,4.8
ORD-13474,2023-05-25,Technology,Machines,Calculator,North,Corporate,11,0.2,6879.24,620.73,2023,5,May,2023-05,27.56
ORD-19521,2022-11-03,Office Supplies,Binders,Heavy Duty Binder,East,Home Office,11,0.2,1134.64,338.87,2022,11,Nov,2022-11,29.87
ORD-18034,2021-06-10,Furniture,Bookcases,Metal Shelving Unit,Central,Consumer,7,0.3,2566.05,251.25,2021,6,Jun,2021-06,9.79
ORD-14617,2022-05-18,Office Supplies,Binders,3-Ring Binder,North,Corporate,10,0.0,575.22,127.4,2022,5,May,2022-05,22.15
ORD-19105,2021-01-13,Office Supplies,Storage,Plastic Bin,Central,Home Office,1,0.15,91.64,8.15,2021,1,Jan,2021-01,8.89
ORD-14522,2024-10-24,Office Supplies,Paper,Sticky Notes Pack,North,Corporate,9,0.15,270.98,60.74,2024,10,Oct,2024-10,22.41
ORD-13023,2023-08-03,Office Supplies,Paper,Notebook Set,South,Consumer,1,0.15,126.57,7.1,2023,8,Aug,2023-08,5.61
ORD-11473,2024-07-31,Office Supplies,Storage,Storage Box,West,Corporate,11,0.1,611.72,157.44,2024,7,Jul,2024-07,25.74
ORD-16013,2022-11-21,Technology,Phones,Smartphone Lite,East,Home Office,11,0.3,2116.93,323.66,2022,11,Nov,2022-11,15.29
ORD-14662,2022-01-08,Furniture,Bookcases,Metal Shelving Unit,North,Consumer,8,0.0,1264.6,27.86,2022,1,Jan,2022-01,2.2
ORD-10397,2021-05-19,Technology,Accessories,Keyboard,North,Corporate,8,0.1,6879.24,620.73,2021,5,May,2021-05,6.75
ORD-12140,2021-12-07,Technology,Phones,Smartphone X200,South,Consumer,1,0.0,1171.46,102.55,2021,12,Dec,2021-12,8.75
ORD-18674,2023-03-27,Office Supplies,Labels,Shipping Labels,Central,Home Office,11,0.1,322.72,62.95,2023,3,Mar,2023-03,19.51
ORD-17142,2024-03-25,Technology,Copiers,Heavy Duty Copier,North,Corporate,8,0.2,5145.3,620.73,2024,3,Mar,2024-03,12.99
ORD-17025,2022-10-20,Office Supplies,Paper,Notebook Set,South,Consumer,1,0.0,110.39,33.14,2022,10,Oct,2022-10,30.02
ORD-17563,2021-12-01,Technology,Accessories,Keyboard,Central,Consumer,9,0.0,6879.24,595.31,2021,12,Dec,2021-12,5.84
ORD-10460,2023-01-29,Office Supplies,Binders,View Binder,East,Consumer,9,0.0,762.42,192.15,2023,1,Jan,2023-01,25.2
ORD-11920,2022-08-14,Technology,Accessories,Keyboard,South,Corporate,3,0.15,3709.05,620.73,2022,8,Aug,2022-08,17.87
ORD-11193,2023-08-07,Office Supplies,Binders,Heavy Duty Binder,South,Home Office,3,0.0,156.03,9.27,2023,8,Aug,2023-08,5.94
ORD-19349,2024-11-01,Technology,Copiers,Desktop Copier,South,Consumer,1,0.0,1620.4,136.29,2024,11,Nov,2024-11,8.41
ORD-10885,2024-08-30,Office Supplies,Paper,Notebook Set,East,Consumer,3,0.0,152.57,50.33,2024,8,Aug,2024-08,32.99
ORD-16017,2023-12-22,Office Supplies,Envelopes,Security Envelopes,West,Home Office,8,0.3,369.59,104.33,2023,12,Dec,2023-12,28.23
ORD-19655,2021-03-18,Office Supplies,Storage,Storage Box,Central,Corporate,7,0.0,325.31,60.99,2021,3,Mar,2021-03,18.75
ORD-16516,2023-03-17,Office Supplies,Art,Color Pencils,Central,Consumer,5,0.2,303.83,87.58,2023,3,Mar,2023-03,28.83
ORD-10343,2023-12-16,Office Supplies,Binders,3-Ring Binder,West,Consumer,2,0.1,340.84,52.22,2023,12,Dec,2023-12,15.32
ORD-15333,2022-01-05,Office Supplies,Art,Sketch Pad,South,Corporate,10,0.1,700.45,110.97,2022,1,Jan,2022-01,15.84
ORD-13685,2023-04-14,Furniture,Furnishings,Wall Clock,West,Consumer,9,0.0,2254.51,-174.08,2023,4,Apr,2023-04,-7.72
ORD-14482,2023-05-08,Office Supplies,Envelopes,Mailing Envelopes,West,Consumer,9,0.3,483.55,53.93,2023,5,May,2023-05,11.15
ORD-18481,2023-09-19,Office Supplies,Art,Sketch Pad,West,Corporate,7,0.0,627.24,78.7,2023,9,Sep,2023-09,12.55
ORD-15537,2024-04-09,Office Supplies,Labels,Shipping Labels,South,Consumer,5,0.15,282.09,54.37,2024,4,Apr,2024-04,19.27
ORD-17391,2022-01-16,Furniture,Chairs,Ergo Recliner,North,Corporate,1,0.1,583.08,27.86,2022,1,Jan,2022-01,4.78
ORD-15229,2022-05-19,Furniture,Chairs,Executive Office Chair,North,Home Office,9,0.3,1913.03,103.72,2022,5,May,2022-05,5.42
ORD-16784,2021-10-14,Office Supplies,Storage,Storage Box,East,Consumer,2,0.2,102.95,29.59,2021,10,Oct,2021-10,28.74
ORD-18075,2024-07-19,Furniture,Tables,Conference Table,East,Consumer,10,0.1,2329.97,-16.92,2024,7,Jul,2024-07,-0.73
ORD-10097,2024-07-18,Office Supplies,Storage,File Cabinet,North,Home Office,5,0.0,244.52,33.8,2024,7,Jul,2024-07,13.82
ORD-12431,2023-03-20,Office Supplies,Paper,Sticky Notes Pack,North,Consumer,4,0.0,398.71,36.3,2023,3,Mar,2023-03,9.1
ORD-12584,2022-07-08,Office Supplies,Binders,Heavy Duty Binder,East,Corporate,4,0.0,412.31,82.75,2022,7,Jul,2022-07,20.07
ORD-10314,2024-04-19,Office Supplies,Storage,File Cabinet,South,Corporate,8,0.1,929.73,276.11,2024,4,Apr,2024-04,29.7
ORD-15516,2023-03-08,Furniture,Bookcases,Oak Bookcase,South,Corporate,5,0.3,1154.82,23.42,2023,3,Mar,2023-03,2.03
ORD-17580,2024-10-10,Technology,Machines,Calculator,West,Consumer,7,0.2,3496.62,353.04,2024,10,Oct,2024-10,10.1
ORD-19235,2023-07-15,Office Supplies,Envelopes,Mailing Envelopes,Central,Consumer,5,0.0,87.92,5.41,2023,7,Jul,2023-07,6.15
ORD-14023,2021-11-21,Office Supplies,Envelopes,Security Envelopes,Central,Home Office,1,0.1,87.13,21.96,2021,11,Nov,2021-11,25.2
ORD-19335,2022-12-16,Furniture,Furnishings,Picture Frame,North,Corporate,11,0.3,6700.22,-330.7900000000001,2022,12,Dec,2022-12,-5.84
ORD-18202,2023-10-25,Furniture,Tables,Conference Table,North,Consumer,13,0.0,6879.24,-330.7900000000001,2023,10,Oct,2023-10,-6.24
ORD-12768,2023-07-20,Office Supplies,Labels,Address Labels,East,Consumer,4,0.15,382.5,77.38,2023,7,Jul,2023-07,20.23
ORD-13294,2023-05-27,Office Supplies,Storage,Plastic Bin,North,Consumer,2,0.0,66.15,14.83,2023,5,May,2023-05,22.42
ORD-17583,2022-02-06,Office Supplies,Art,Sketch Pad,West,Home Office,11,0.2,60.74,7.64,2022,2,Feb,2022-02,12.58
ORD-14010,2021-06-14,Office Supplies,Storage,Plastic Bin,South,Home Office,3,0.0,231.99,77.81,2021,6,Jun,2021-06,33.54
ORD-11696,2021-06-11,Office Supplies,Binders,View Binder,Central,Consumer,4,0.1,420.02,97.39,2021,6,Jun,2021-06,23.19
ORD-18623,2022-10-12,Technology,Copiers,Desktop Copier,West,Consumer,11,0.1,6879.24,620.73,2022,10,Oct,2022-10,29.54
ORD-11390,2024-02-18,Technology,Machines,Label Printer,East,Consumer,12,0.3,6879.24,620.73,2024,2,Feb,2024-02,28.36
ORD-15585,2024-06-01,Office Supplies,Binders,3-Ring Binder,West,Home Office,8,0.3,422.9,55.42,2024,6,Jun,2024-06,13.1
ORD-17549,2021-05-01,Furniture,Bookcases,Metal Shelving Unit,Central,Consumer,1,0.15,249.47,6.91,2021,5,May,2021-05,2.77
ORD-15357,2022-05-25,Office Supplies,Paper,Notebook Set,North,Corporate,3,0.3,259.91,23.17,2022,5,May,2022-05,8.91
ORD-18396,2023-10-21,Furniture,Furnishings,Picture Frame,South,Corporate,4,0.1,3223.19,-65.91,2023,10,Oct,2023-10,-2.04
ORD-18555,2024-03-11,Office Supplies,Labels,Shipping Labels,Central,Consumer,9,0.0,272.97,58.92,2024,3,Mar,2024-03,21.58
