Order ID,Order Date,Category,Sub-Category,Product Name,Region,Customer Segment,Quantity,Discount,Sales,Profit
ORD-15644,2022-07-24 00:00:00,Office Supplies,Labels,Address Labels,West,Home Office,13.0,0.2,867.53,73.92
ORD-10161,2024-08-10,Technology,Accessories,Laptop Stand,East,Corporate,7.0,0.1,10375.64,2123.85
ORD-12498,2023-04-27,Office Supplies,Art,Marker Set,West,Consumer,7.0,0.2,712.29,133.57
ORD-13244,2023-09-10 00:00:00,Furniture,Chairs,Mesh Task Chair,SOUTH,Consumer,9.0,0.0,5599.61,-608.23
ORD-19548,2023-07-08 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,Consumer,13.0,0.0,1122.72,320.86
ORD-18912,2023-10-09 00:00:00,Office Supplies,Labels,Shipping Labels,East,Home Office,2.0,0.1,91.58,11.54
ORD-15998,2024-09-13 00:00:00,Technology,Copiers,Heavy Duty Copier,South,Home Office,5.0,0.1,5718.17,281.29
ORD-11279,2021-04-30,Furniture,Bookcases,Metal Shelving Unit,West,Home Office,11.0,0.0,9208.58,-1140.22
ORD-12967,2021-02-25 00:00:00,Furniture,Tables,Adjustable Desk,West,Consumer,4.0,0.2,2654.24,76.38
ORD-14886,2023-08-25 00:00:00,Office Supplies,Binders,View Binder,Central,Corporate,13.0,0.1,832.51,182.01
ORD-17269,2024-09-29 00:00:00,Office Supplies,Art,Sketch Pad,North,Corporate,11.0,0.0,810.41,84.85
ORD-16174,2023-06-24 00:00:00,Technology,Machines,Laminator,North,Home Office,4.0,0.2,4975.26,734.13
ORD-13484,2021-05-30 00:00:00,Office Supplies,Paper,Copy Paper Ream,East,Home Office,8.0,0.1,725.39,214.24
ORD-10924,2024-08-01,Office Supplies,Envelopes,Security Envelopes,West,Consumer,1.0,0.0,86.87,15.46
ORD-16250,2023-12-28,Office Supplies,Labels,Address Labels,South,Consumer,10.0,0.2,1320.82,306.4
ORD-17251,2023-10-18 00:00:00,Technology,Accessories,Keyboard,South,Corporate,5.0,0.0,908.13,197.45
ORD-10770,2024-01-31,Office Supplies,Labels,Shipping Labels,East,Corporate,10.0,0.0,235.47,81.75
ORD-15779,2023-11-21,Office Supplies,Envelopes,Security Envelopes,South,Corporate,2.0,0.0,147.52,9.08
ORD-18647,2021-04-20 00:00:00,Office Supplies,Binders,View Binder,West,Consumer,2.0,0.15,120.47,27.17
ORD-19514,2024-02-18 00:00:00,Office Supplies,Art,Marker Set,East,Home Office,11.0,0.2,1059.53,117.17
ORD-15679,2021-11-15,Office Supplies,Paper,Copy Paper Ream,East,Corporate,2.0,0.0,70.13,5.56
ORD-10695,2023-09-12 00:00:00,Furniture,Furnishings,Picture Frame,West,Consumer,7.0,0.0,1488.86,-177.47
ORD-19244,2022-05-30 00:00:00,Furniture,Bookcases,Corner Bookcase,North,Corporate,9.0,0.0,1240.54,107.85
ORD-13234,2024-10-30 00:00:00,Furniture,Chairs,Mesh Task Chair,North,Corporate,10.0,0.0,3900.55,294.84
ORD-19720,2024-01-08,Office Supplies,Labels,Shipping Labels,North,Corporate,9.0,0.15,826.6,229.92
ORD-17809,2023-08-22 00:00:00,Office Supplies,Paper,Sticky Notes Pack,South,Corporate,1.0,0.0,94.08,30.45
ORD-14417,2024-02-18,Technology,Machines,Calculator,,Home Office,13.0,0.1,23617.3,
ORD-11219,2021-03-21 00:00:00,Furniture,Tables,Adjustable Desk,,Home Office,4.0,0.0,2855.16,384.25
ORD-16375,2022-03-10 00:00:00,Furniture,Furnishings,Desk Lamp,Central,Consumer,4.0,0.1,2108.91,225.32
ORD-14378,2023-01-14 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,Consumer,12.0,0.0,1174.13,179.35
ORD-19761,2024-07-03,Furniture,Bookcases,Oak Bookcase,North,Consumer,10.0,0.0,8768.91,-255.42
ORD-14885,2021-04-19 00:00:00,Office Supplies,Art,Sketch Pad,Central,,6.0,0.0,382.83,71.54
ORD-11900,2021-12-03,Furniture,Bookcases,Oak Bookcase,East,Home Office,3.0,0.1,365.1,-3.38
ORD-13186,2024-02-24,Furniture,Bookcases,Oak Bookcase,South,,5.0,0.3,4248.42,-220.16
ORD-13566,2023-09-15 00:00:00,Technology,Copiers,Heavy Duty Copier,North,Corporate,4.0,0.3,1704.01,119.0
ORD-16579,2022-09-05,Office Supplies,Labels,Shipping Labels,South,Corporate,13.0,0.15,192.52,46.11
ORD-13019,2023-10-14 00:00:00,Technology,Machines,Label Printer,West,Consumer,1.0,0.2,858.04,33.27
ORD-17541,2023-07-28 00:00:00,Technology,Machines,Label Printer,WEST,Corporate,4.0,0.0,5664.06,212.24
ORD-14469,2024-06-09 00:00:00,Technology,Machines,Laminator,South,Home Office,6.0,0.0,5812.82,181.13
ORD-13816,2024-05-12 00:00:00,Office Supplies,Paper,Notebook Set,East,Consumer,6.0,0.0,507.29,
ORD-10062,2023-08-16 00:00:00,Furniture,Chairs,Ergo Recliner,West,Corporate,12.0,0.2,6815.47,-658.45
ORD-11373,2021-09-23 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,North,Home Office,9.0,0.3,571.35,31.78
ORD-18086,2023-12-19 00:00:00,Technology,Accessories,Wireless Mouse,West,Corporate,6.0,0.0,5063.07,397.43
ORD-13317,2022-02-22,Office Supplies,Storage,File Cabinet,Central,Home Office,5.0,0.0,200.55,27.43
ORD-13877,2023-12-15,Furniture,Furnishings,Picture Frame,East,Consumer,8.0,0.2,4884.41,-568.42
ORD-17539,2021-03-29 00:00:00,Office Supplies,Art,Sketch Pad,North,Corporate,12.0,0.0,849.61,123.99
ORD-12395,2022-06-27,Furniture,Furnishings,Wall Clock,North,Consumer,10.0,0.1,7124.63,-1002.36
ORD-18184,2024-08-24 00:00:00,Office Supplies,Paper,Copy Paper Ream,Central,Consumer,5.0,0.0,159.28,28.78
ORD-16368,2023-01-03 00:00:00,Technology,Phones,Smartphone Lite,West,Consumer,3.0,0.2,1750.06,
ORD-18211,2021-04-23,Technology,Accessories,Laptop Stand,East,Corporate,3.0,0.3,2668.7,559.15
ORD-11375,2024-09-25 00:00:00,Technology,Copiers,Desktop Copier,North,Corporate,12.0,0.2,1082.27,324.29
ORD-11814,2023-08-19 00:00:00,Technology,Accessories,Wireless Mouse,Central,Corporate,4.0,0.3,972.66,139.26
ORD-15031,2022-08-02,Office Supplies,Binders,3-Ring Binder,North,Corporate,7.0,0.0,701.45,
ORD-19135,2021-05-24, Office Supplies ,Art,Marker Set,South,Home Office,5.0,0.0,,114.49
ORD-11169,2021-08-27,Office Supplies,Art,Sketch Pad,East,Home Office,5.0,0.0,50.32,8.31
ORD-18408,2021-09-24 00:00:00,Office Supplies,Storage,File Cabinet,,Corporate,10.0,0.0,127.11,22.55
ORD-11966,2024-05-21 00:00:00, Technology ,Accessories,Laptop Stand,West,Consumer,13.0,0.2,8068.35,648.55
ORD-18269,2023-01-01,Technology,Machines,Label Printer,West,Consumer,2.0,0.3,1756.49,
ORD-18601,2022-03-11,Technology,Accessories,Wireless Mouse,South,Home Office,3.0,0.0,4071.64,669.57
ORD-18835,2023-10-02 00:00:00,Office Supplies,Labels,Shipping Labels,North,Home Office,1.0,0.0,88.52,8.24
ORD-10670,2024-07-13 00:00:00,Technology,Phones,Office Cordless Phone,East,Consumer,9.0,0.2,5507.27,718.45
ORD-19466,2023-09-02 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,Central,Consumer,3.0,0.0,204.76,65.52
ORD-11757,2023-07-23 00:00:00,Office Supplies,Storage,Plastic Bin,North,Home Office,11.0,0.3,333.49,115.12
ORD-11781,2022-10-15 00:00:00,Office Supplies,Labels,Shipping Labels,Central,Consumer,4.0,0.0,410.69,51.89
ORD-13881,2023-02-01 00:00:00,Technology,Phones,Smartphone Lite,West,Consumer,12.0,0.0,8414.7,1754.19
ORD-14700,2024-06-08 00:00:00,Furniture,Chairs,Mesh Task Chair,West,Consumer,9.0,0.15,5852.5,-600.65
ORD-14249,2021-02-08,Office Supplies,Envelopes,Security Envelopes,West,Consumer,7.0,0.0,144.9,23.02
ORD-11224,2023-05-09 00:00:00,Office Supplies,Paper,Notebook Set,Central,Consumer,2.0,0.3,206.38,53.96
ORD-19625,2024-04-17,Office Supplies,Paper,Notebook Set,North,Corporate,4.0,0.0,146.5,24.2
ORD-13727,2024-09-21 00:00:00,Technology,Copiers,Desktop Copier,Central,Corporate,1.0,0.0,477.49,
ORD-12720,2022-04-15 00:00:00,Technology,Machines,Label Printer,East,Corporate,1.0,0.15,702.32,87.5
ORD-14177,2022-04-25 00:00:00,Office Supplies,Paper,Copy Paper Ream,East,Home Office,9.0,0.0,943.65,187.7
ORD-17229,2022-03-19,Office Supplies,Labels,Address Labels,North,Corporate,8.0,0.0,690.82,148.73
ORD-14213,2021-01-26 00:00:00,Office Supplies,Labels,Shipping Labels,East,Consumer,9.0,0.0,661.59,202.22
ORD-17644,2023-11-03,Office Supplies,Storage,Storage Box,South,Corporate,11.0,0.1,669.85,110.63
ORD-10684,2023-03-26 00:00:00,Office Supplies,Labels,Shipping Labels,East,Consumer,3.0,0.0,289.12,52.38
ORD-18749,2023-12-28 00:00:00,Office Supplies,Storage,Plastic Bin,West,Consumer,12.0,0.0,,332.93
ORD-11935,2024-02-29 00:00:00,Office Supplies,Labels,Shipping Labels,East,Consumer,1.0,0.1,38.59,
ORD-12801,2021-11-11 00:00:00,Office Supplies,Envelopes,Security Envelopes,East,Consumer,3.0,0.0,177.61,50.04
ORD-16592,2021-07-01 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,North,Corporate,4.0,0.1,483.8,91.56
ORD-10081,2021-07-07,Office Supplies,Storage,Storage Box,East,Consumer,7.0,0.15,501.52,136.09
ORD-18325,2022-05-27 00:00:00,Office Supplies,Envelopes,Security Envelopes,West,Home Office,11.0,0.15,,84.48
ORD-16359,2023-03-23 00:00:00,Furniture,Chairs,Ergo Recliner,East,Consumer,4.0,0.2,1193.39,11.46
ORD-12142,2023-06-30 00:00:00,Office Supplies,Paper,Copy Paper Ream,Central,Home Office,,0.2,232.29,43.87
ORD-15497,2023-03-21,Furniture,Furnishings,Filing Tray,East,Consumer,1.0,0.0,721.43,129.41
ORD-18950,2023-05-17 00:00:00,Technology,Copiers,Desktop Copier,North,Home Office,12.0,0.0,12701.96,2644.3
ORD-11269,2021-02-19 00:00:00,Furniture,Furnishings,Filing Tray,South,Home Office,4.0,0.0,1308.91,8.36
ORD-12246,2021-08-29,Office Supplies,Paper,Sticky Notes Pack,South,Home Office,7.0,0.1,601.3,166.46
ORD-17118,2022-07-12 00:00:00,Technology,Phones,Smartphone X200,East,Consumer,7.0,0.0,9804.08,1816.7
ORD-15429,2023-05-30 00:00:00,Technology,Accessories,Laptop Stand,South,Corporate,4.0,0.15,862.84,56.05
ORD-15307,2021-11-23 00:00:00,Technology,Copiers,Heavy Duty Copier,North,Corporate,13.0,0.3,19539.1,1739.89
ORD-15584,2023-07-14 00:00:00,Technology,Phones,Smartphone X200,South,Corporate,11.0,0.0,8401.87,1216.95
ORD-13033,2021-05-19 00:00:00,Furniture,Chairs,Executive Office Chair,Central,Consumer,13.0,0.0,4227.79,-420.02
ORD-14053,2023-10-23,Technology,Accessories,Keyboard,West,Consumer,7.0,0.15,5739.95,266.66
ORD-10900,2022-02-27 00:00:00,Technology,Copiers,Heavy Duty Copier,North,Corporate,2.0,0.2,1149.44,50.23
ORD-11433,2021-03-01 00:00:00,Office Supplies,Art,Marker Set,Central,Corporate,7.0,0.0,113.85,31.82
ORD-16759,2022-12-25,Office Supplies,Art,Sketch Pad,Central,Consumer,8.0,0.1,59.97,17.65
ORD-10697,2021-12-09 00:00:00,Furniture,Bookcases,Metal Shelving Unit,Central,Home Office,2.0,0.0,1330.95,-76.38
ORD-12434,2023-12-08 00:00:00,Office Supplies,Storage,File Cabinet,North,Corporate,10.0,0.0,69.07,6.88
ORD-12454,2023-02-02 00:00:00,Furniture,Bookcases,Metal Shelving Unit,,Consumer,8.0,0.0,3255.82,602.44
ORD-13174,2022-06-27 00:00:00,Office Supplies,Labels,Shipping Labels,,Consumer,5.0,0.0,26.01,7.24
ORD-16935,2024-03-09,Office Supplies,Storage,Plastic Bin,Central,Corporate,12.0,0.0,836.67,86.29
ORD-12035,2021-01-06,Furniture,Chairs,Ergo Recliner,West,Corporate,10.0,0.0,3515.23,-341.21
ORD-19606,2023-03-01 00:00:00,Technology,Phones,Smartphone X200,Central,Home Office,13.0,0.15,8321.15,
ORD-12789,2024-07-26,Furniture,Bookcases,Metal Shelving Unit,South,Corporate,7.0,0.3,605.69,101.48
ORD-14720,2022-12-26 00:00:00,Technology,Accessories,Keyboard,North,Home Office,9.0,0.15,,1613.42
ORD-11857,2023-05-18 00:00:00,Office Supplies,Storage,Plastic Bin,South,Corporate,1.0,0.1,92.79,29.24
ORD-11985,2024-02-01 00:00:00,Office Supplies,Envelopes,Security Envelopes,Central,Consumer,1.0,0.15,10.25,3.24
ORD-17225,2021-03-02,Technology,Copiers,Desktop Copier,Central,Home Office,8.0,0.3,6438.74,1253.75
ORD-18550,2023-12-04,Office Supplies,Storage,File Cabinet,South,Consumer,3.0,0.2,166.62,40.53
ORD-18941,2021-12-05 00:00:00,Office Supplies,Paper,Notebook Set,Central,Consumer,13.0,0.3,328.8,
ORD-15077,2023-03-06,Technology,Accessories,Wireless Mouse,East,Consumer,12.0,0.0,5483.54,397.24
ORD-14917,2024-07-13 00:00:00,Furniture,Furnishings,Filing Tray,South,Home Office,12.0,0.15,6304.45,-6.22
ORD-17128,2021-01-08,Furniture,Furnishings,Desk Lamp,South,Home Office,1.0,0.2,110.04,12.99
ORD-14227,2024-07-19,Furniture,Tables,Glass Table,East,Consumer,4.0,0.0,2337.54,172.49
ORD-18130,2021-10-21,Office Supplies,Art,Color Pencils,North,Consumer,6.0,0.1,473.67,42.26
ORD-14191,2021-12-10 00:00:00,Office Supplies,Labels,Address Labels,North,,2.0,0.0,32.38,5.46
ORD-12193,2024-07-10,Technology,Accessories,USB Hub,South,Consumer,11.0,0.0,12379.36,1903.27
ORD-11260,2023-02-07 00:00:00,Technology,Machines,Laminator,West,Home Office,10.0,0.0,4404.48,389.91
ORD-14275,2023-08-28 00:00:00,Office Supplies,Paper,Sticky Notes Pack,East,Home Office,10.0,0.1,130.66,11.82
ORD-17989,2023-03-11,Furniture,Chairs,Mesh Task Chair,East,Consumer,13.0,0.2,3005.36,-331.65
ORD-11436,2021-10-08,Furniture,Chairs,Mesh Task Chair,East,Corporate,,0.0,3891.84,-227.02
ORD-14913,2023-09-22,Office Supplies,Labels,Address Labels,East,Corporate,10.0,0.0,380.2,92.21
ORD-16231,2024-09-11,Office Supplies,Labels,Shipping Labels,South,Corporate,6.0,0.15,179.5,26.08
ORD-14663,2023-06-14,Technology,Machines,Laminator,West,,6.0,0.0,2253.98,490.43
ORD-15246,2023-04-24 00:00:00,Office Supplies,Storage,Storage Box,East,Consumer,9.0,0.15,1093.27,129.93
ORD-12706,2023-10-06 00:00:00,Furniture,Tables,Glass Table,East,Consumer,,0.3,11276.07,-211.97
ORD-16560,2024-03-09 00:00:00,Office Supplies,Labels,Address Labels,Central,Consumer,4.0,0.0,381.89,40.74
ORD-15235,2024-05-05 00:00:00,Office Supplies,Labels,Shipping Labels,West,Corporate,5.0,0.3,444.28,151.68
ORD-12605,2024-01-28 00:00:00,Technology,Phones,Smartphone Lite,Central,Consumer,5.0,0.15,6319.48,1036.04
ORD-10835,2024-07-17,Office Supplies,Art,Color Pencils,South,Corporate,1.0,0.0,132.24,35.63
ORD-10324,2022-08-31 00:00:00,Furniture,Bookcases,Metal Shelving Unit,East,Corporate,10.0,0.1,1090.58,
ORD-17688,2022-05-15,Technology,Copiers,Heavy Duty Copier,South,Home Office,3.0,0.0,518.86,135.89
ORD-11968,2021-11-26 00:00:00,Furniture,Bookcases,Oak Bookcase,East,Home Office,1.0,0.2,148.11,10.15
ORD-12986,2022-06-28 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Corporate,1.0,0.2,82.8,8.07
ORD-12039,2024-12-10,Office Supplies,Storage,Plastic Bin,Central,Home Office,10.0,0.0,372.1,38.34
ORD-12260,2023-06-11 00:00:00,Furniture,Chairs,Executive Office Chair,Central,Consumer,10.0,0.0,1032.69,-57.2
ORD-18207,2024-06-23,Office Supplies,Art,Marker Set,South,Consumer,13.0,0.1,388.19,70.36
ORD-16923,2022-04-12 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Consumer,5.0,0.0,80.43,10.47
ORD-16290,2023-09-15 00:00:00,Office Supplies,Paper,Notebook Set,South,Corporate,10.0,0.2,284.1,85.14
ORD-11812,2024-09-09,Office Supplies,Paper,Sticky Notes Pack,East,Home Office,8.0,0.1,676.65,62.31
ORD-14101,2022-06-25 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,South,,9.0,0.3,1066.83,326.24
ORD-19289,2021-10-09 00:00:00,Furniture,Bookcases,Metal Shelving Unit,West,Corporate,10.0,0.2,737.2,22.33
ORD-17012,2022-04-10 00:00:00,Office Supplies,Storage,File Cabinet,North,,4.0,0.0,209.92,40.71
ORD-17784,2021-08-16 00:00:00,Furniture,Bookcases,Oak Bookcase,Central,Consumer,12.0,0.3,1701.02,84.97
ORD-16053,2022-08-18 00:00:00,Furniture,Furnishings,Wall Clock,East,Home Office,1.0,0.0,431.96,38.75
ORD-10415,2021-07-20 00:00:00,Furniture,Tables,Adjustable Desk,East,Corporate,6.0,0.0,1002.64,-59.99
ORD-15851,2024-05-22,Technology,Accessories,Wireless Mouse,South,Consumer,13.0,0.0,6850.34,1217.54
ORD-15708,2024-08-01 00:00:00,Office Supplies,Envelopes,Security Envelopes,,Consumer,7.0,0.15,287.64,50.3
ORD-11086,2024-05-05,Office Supplies,Labels,Shipping Labels,South,Corporate,1.0,0.0,75.97,5.5
ORD-17292,2022-08-08 00:00:00,Technology,Phones,Smartphone Lite,North,Corporate,5.0,0.2,700.49,95.78
ORD-18219,2021-02-05 00:00:00,Office Supplies,Labels,Address Labels,East,Home Office,6.0,0.15,606.47,97.39
ORD-19363,2021-03-02 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,Consumer,7.0,0.1,544.75,118.51
ORD-16654,2024-02-13,Office Supplies,Binders,View Binder,Central,Corporate,4.0,0.1,372.55,102.03
ORD-10109,2023-10-31 00:00:00,Furniture,Tables,Glass Table,South,Consumer,12.0,0.0,9394.08,914.72
ORD-15904,2021-05-19 00:00:00,Technology,Copiers,Desktop Copier,East,Consumer,10.0,0.15,17355.02,
ORD-12169,2022-04-24 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Home Office,5.0,0.15,175.42,23.15
ORD-16184,2022-03-21,Office Supplies,Envelopes,Security Envelopes,North,Consumer,10.0,0.0,676.37,84.63
ORD-18528,2024-05-09,Technology,Machines,Calculator,East,Consumer,7.0,0.2,2968.63,355.65
ORD-18210,2021-01-15 00:00:00,Office Supplies,Envelopes,Security Envelopes,East,Consumer,8.0,0.0,506.76,156.18
ORD-12667,2023-02-26 00:00:00,Technology,Copiers,Desktop Copier,North,Consumer,11.0,0.1,10813.08,2783.65
ORD-17484,2024-08-11 00:00:00,Technology,Phones,Smartphone X200,West,Corporate,10.0,0.2,16038.0,4167.13
ORD-17203,2024-09-04 00:00:00,Technology,Phones,Smartphone X200,North,Corporate,10.0,0.3,3222.0,583.08
ORD-14648,2024-08-13,Furniture,Bookcases,Oak Bookcase,South,Corporate,10.0,0.0,3137.5,-200.24
ORD-14880,2021-01-27 00:00:00,Office Supplies,Binders,View Binder,West,Corporate,13.0,0.2,1039.93,153.8
ORD-18544,2021-06-04 00:00:00,Office Supplies,Paper,Notebook Set,South,,6.0,0.3,326.06,82.54
ORD-17055,2024-07-10 00:00:00,Office Supplies,Art,Color Pencils,West,Consumer,6.0,0.1,141.26,40.03
ORD-13015,2023-03-29 00:00:00,Office Supplies,Binders,3-Ring Binder,West,Consumer,13.0,0.2,553.59,144.15
ORD-13769,2023-07-25 00:00:00,Furniture,Bookcases,Corner Bookcase,East,Consumer,6.0,0.0,1286.73,-154.59
ORD-13498,2023-01-19 00:00:00, Office Supplies ,Envelopes,Mailing Envelopes,North,Consumer,2.0,0.2,69.34,7.29
ORD-19006,2021-03-13 00:00:00,Office Supplies,Labels,Address Labels,South,Corporate,12.0,0.0,1122.32,208.19
ORD-10667,2024-07-07,Technology,Machines,Calculator,North,Home Office,9.0,0.15,5187.08,354.74
ORD-16718,2022-12-27,Furniture,Furnishings,Picture Frame,East,Consumer,7.0,0.0,1449.25,9.72
ORD-14757,2022-09-04 00:00:00,Office Supplies,Paper,Notebook Set,West,Home Office,8.0,0.15,892.1,167.0
ORD-13396,2023-10-26 00:00:00,Furniture,Bookcases,Oak Bookcase,East,Consumer,1.0,0.3,168.21,2.81
ORD-12338,2024-11-01,Office Supplies,Storage,Storage Box,East,Corporate,2.0,0.2,184.51,15.85
ORD-19515,2023-02-16,Office Supplies,Art,Color Pencils,East,Corporate,4.0,0.0,322.01,64.66
ORD-13077,2024-03-14 00:00:00,Office Supplies,Art,Color Pencils,South,Consumer,4.0,0.1,264.71,84.52
ORD-11706,2023-06-15 00:00:00,Furniture,Bookcases,Corner Bookcase,Central,Consumer,3.0,0.1,1361.96,-100.35
ORD-11242,2024-11-04 00:00:00,Office Supplies,Storage,File Cabinet,South,Corporate,10.0,0.0,706.33,212.25
ORD-19184,2023-07-27,Office Supplies,Binders,Heavy Duty Binder,Central,Consumer,12.0,0.3,768.7,121.42
ORD-14702,2022-02-19 00:00:00,Office Supplies,Art,Marker Set,South,Consumer,4.0,0.0,112.18,10.61
ORD-18521,2022-01-04,Office Supplies,Envelopes,Mailing Envelopes,Central,Corporate,8.0,0.0,415.42,104.4
ORD-14544,2024-01-09,Furniture,Bookcases,Metal Shelving Unit,Central,Corporate,11.0,0.0,2750.32,435.22
ORD-13861,2024-07-03 00:00:00,Office Supplies,Paper,Sticky Notes Pack,North,Consumer,6.0,0.15,602.49,137.5
ORD-13674,2024-01-01 00:00:00,Technology,Accessories,USB Hub,North,Corporate,2.0,0.0,2733.99,334.75
ORD-12519,2024-01-12 00:00:00,Office Supplies,Binders,3-Ring Binder,West,Home Office,3.0,0.0,384.47,119.54
ORD-14773,2024-12-16,Office Supplies,Paper,Sticky Notes Pack,Central,Corporate,1.0,0.1,35.15,2.06
ORD-15603,2024-04-22 00:00:00,Office Supplies,Art,Sketch Pad,West,Corporate,4.0,0.3,80.86,27.38
ORD-16135,2021-10-05,Office Supplies,Labels,Shipping Labels,North,Consumer,2.0,0.2,80.85,23.24
ORD-14641,2023-04-07,Technology,Phones,Office Cordless Phone,South,Corporate,4.0,0.0,4955.48,313.55
ORD-13003,2023-02-15 00:00:00,Office Supplies,Labels,Shipping Labels,South,Consumer,4.0,0.1,150.68,28.96
ORD-15782,2024-10-24,Furniture,Furnishings,Desk Lamp,West,Consumer,3.0,0.1,2142.29,354.27
ORD-19727,2023-05-27,Office Supplies,Art,Marker Set,East,Consumer,3.0,0.0,272.28,54.97
ORD-14431,2022-01-16,Office Supplies,Storage,Storage Box,West,Corporate,1.0,0.2,95.12,33.15
ORD-13640,2022-01-10 00:00:00,Office Supplies,Binders,View Binder,South,Home Office,13.0,0.0,154.17,17.13
ORD-15099,2022-06-18,Office Supplies,Envelopes,Security Envelopes,North,Home Office,1.0,0.0,74.78,18.36
ORD-12124,2022-07-13 00:00:00,Office Supplies,Art,Marker Set,South,Consumer,12.0,0.0,356.31,46.67
ORD-19561,2021-03-06 00:00:00,Office Supplies,Paper,Sticky Notes Pack,East,Corporate,5.0,0.0,161.98,25.33
ORD-12054,2021-01-11 00:00:00,Office Supplies,Art,Color Pencils,East,Consumer,11.0,0.3,91.38,21.29
ORD-14779,2024-07-08 00:00:00,Furniture,Furnishings,Filing Tray,Central,Consumer,7.0,0.15,6486.46,-368.51
ORD-18051,2023-01-09 00:00:00,Furniture,Furnishings,Picture Frame,South,Corporate,10.0,0.3,6298.8,-934.76
ORD-14795,2024-08-09,Technology,Machines,Calculator,Central,Corporate,2.0,0.0,1368.79,
ORD-18973,2024-10-29 00:00:00,Office Supplies,Labels,Shipping Labels,East,Home Office,9.0,0.0,1146.98,184.83
ORD-18205,2023-04-25 00:00:00,Office Supplies,Paper,Copy Paper Ream,North,Corporate,8.0,0.0,153.95,27.94
ORD-12292,2023-03-30 00:00:00,Office Supplies,Binders,3-Ring Binder,South,Consumer,8.0,0.1,365.33,34.56
ORD-16284,2022-05-09,Office Supplies,Binders,Heavy Duty Binder,West,Consumer,3.0,0.2,175.92,33.4
ORD-12495,2023-11-01,Office Supplies,Storage,Plastic Bin,North,Corporate,5.0,0.2,222.21,67.52
ORD-16295,2022-10-06 00:00:00,Technology,Machines,Calculator,West,Corporate,4.0,0.1,4791.38,962.92
ORD-18691,2022-06-16,Office Supplies,Storage,File Cabinet,West,Consumer,1.0,0.1,58.68,14.06
ORD-12766,2021-07-14 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,,Consumer,4.0,0.3,451.04,84.72
ORD-13814,2024-11-06,Furniture,Bookcases,Oak Bookcase,South,Consumer,7.0,0.15,2494.12,352.84
ORD-15361,2024-09-19,Office Supplies,Storage,File Cabinet,,Consumer,9.0,0.0,682.77,98.5
ORD-18163,2023-09-15,Technology,Copiers,Desktop Copier,West,Consumer,3.0,0.0,1279.08,324.99
ORD-13164,2022-02-15,Office Supplies,Labels,Shipping Labels,West,Consumer,3.0,0.1,322.31,69.57
ORD-19673,2024-04-23,Office Supplies,Labels,Shipping Labels,East,Consumer,6.0,0.2,747.43,157.31
ORD-11121,2021-03-06 00:00:00,Technology,Accessories,USB Hub,West,Corporate,5.0,0.15,989.64,50.29
ORD-16001,2022-09-04 00:00:00,Office Supplies,Storage,Storage Box,South,Consumer,8.0,0.15,674.94,112.67
ORD-19079,2022-09-25 00:00:00,Office Supplies,Art,Color Pencils,East,Corporate,12.0,0.0,1113.47,244.45
ORD-17815,2021-02-19 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Corporate,4.0,0.1,133.48,17.49
ORD-15629,2023-02-24 00:00:00,Technology,Machines,Calculator,East,Corporate,4.0,0.0,5775.58,952.79
ORD-15621,2021-10-16,Furniture,Chairs,Ergo Recliner,North,Corporate,5.0,0.2,4407.81,-313.71
ORD-10541,2021-03-04 00:00:00,Office Supplies,Binders,View Binder,North,Home Office,12.0,0.1,519.9,129.01
ORD-13687,2024-01-11,Furniture,Bookcases,Oak Bookcase,North,Home Office,13.0,0.15,4357.76,770.0
ORD-15267,2024-07-05,Office Supplies,Art,Sketch Pad,North,Home Office,1.0,0.0,107.5,30.93
ORD-11683,2022-11-17 00:00:00,Office Supplies,Binders,Heavy Duty Binder,North,Consumer,4.0,0.15,131.13,44.42
ORD-17026,2022-04-30,Office Supplies,Labels,Address Labels,West,Consumer,7.0,0.0,646.93,82.06
ORD-10587,2021-12-16,Office Supplies,Storage,File Cabinet,South,Corporate,8.0,0.2,278.32,61.81
ORD-13753,2024-01-30 00:00:00,Furniture,Chairs,Folding Chair,North,Consumer,12.0,0.0,2056.49,29.02
ORD-10511,2023-04-29,Furniture,Furnishings,Wall Clock,West,Consumer,8.0,0.0,4612.41,-552.03
ORD-10799,2023-09-20,Technology,Copiers,Heavy Duty Copier,South,Home Office,2.0,0.15,680.8,111.69
ORD-18489,2021-07-05 00:00:00,Technology,Copiers,Heavy Duty Copier,South,Consumer,11.0,0.2,15110.27,4495.79
ORD-10678,2021-04-18 00:00:00,Office Supplies,Storage,Plastic Bin,East,Corporate,2.0,0.1,187.7,12.98
ORD-18510,2024-11-22 00:00:00,Office Supplies,Storage,Plastic Bin,South,Corporate,1.0,0.15,26.99,9.22
